scene_name,config_path,variant_name,seed,completion_rate,total_energy,avg_delivery_time,avg_wait_time_at_relay,relay_count,direct_count,fallback_count,charging_count,failed_tasks,total_distance,total_distance_uav,total_distance_agv,run_dir
scene_small,configs/generated/scene_small.yaml,fixed_weights,1024,1.0,514.1456667113105,3.7,1.0,1,9,0,4,0,1707.0473688952482,1430.5387795169072,276.508589378341,results\ablation\alns_ablation_20260605_214726\runs\scene_small\fixed_weights_seed_1024
scene_small,configs/generated/scene_small.yaml,simple_ops,42,1.0,514.1456667113105,3.7,1.0,1,9,0,4,0,1707.0473688952482,1430.5387795169072,276.508589378341,results\ablation\alns_ablation_20260605_214726\runs\scene_small\simple_ops_seed_42
scene_small,configs/generated/scene_small.yaml,simple_ops,123,1.0,514.1456667113105,3.7,1.0,1,9,0,4,0,1707.0473688952482,1430.5387795169072,276.508589378341,results\ablation\alns_ablation_20260605_214726\runs\scene_small\simple_ops_seed_123
scene_small,configs/generated/scene_small.yaml,simple_ops,456,1.0,505.04890848985355,4.7,1.0,1,9,0,4,0,1766.2386324643928,1489.7300430860519,276.508589378341,results\ablation\alns_ablation_20260605_214726\runs\scene_small\simple_ops_seed_456
scene_small,configs/generated/scene_small.yaml,simple_ops,789,1.0,514.1456667113105,3.7,1.0,1,9,0,4,0,1707.0473688952482,1430.5387795169072,276.508589378341,results\ablation\alns_ablation_20260605_214726\runs\scene_small\simple_ops_seed_789
scene_small,configs/generated/scene_small.yaml,simple_ops,1024,1.0,505.04890848985355,4.7,1.0,1,9,0,4,0,1766.2386324643928,1489.7300430860519,276.508589378341,results\ablation\alns_ablation_20260605_214726\runs\scene_small\simple_ops_seed_1024
scene_medium,configs/generated/scene_medium.yaml,unified_full,42,0.8333333333333334,1466.3870755163919,2.72,3.909090909090909,11,19,0,10,5,11133.781511886633,9386.161280767312,1747.6202311193206,results\ablation\alns_ablation_20260605_214726\runs\scene_medium\unified_full_seed_42
scene_medium,configs/generated/scene_medium.yaml,unified_full,123,0.8333333333333334,1437.6208020020501,2.64,3.909090909090909,11,19,0,10,5,10915.516822524674,9305.270846832622,1610.2459756920532,results\ablation\alns_ablation_20260605_214726\runs\scene_medium\unified_full_seed_123
scene_medium,configs/generated/scene_medium.yaml,unified_full,456,1.0,1859.7951456365668,3.2333333333333334,3.8333333333333335,14,20,2,14,0,15393.597521296913,12083.796501172854,3309.8010201240586,results\ablation\alns_ablation_20260605_214726\runs\scene_medium\unified_full_seed_456
scene_medium,configs/generated/scene_medium.yaml,unified_full,789,1.0,1692.1243732553244,2.966666666666667,7.090909090909091,11,19,0,10,0,13521.385244662146,11221.2128155424,2300.172429119745,results\ablation\alns_ablation_20260605_214726\runs\scene_medium\unified_full_seed_789
scene_medium,configs/generated/scene_medium.yaml,unified_full,1024,1.0,1742.5954201949714,2.9,4.8,10,20,0,11,0,14172.642444489022,11367.258314176173,2805.384130312849,results\ablation\alns_ablation_20260605_214726\runs\scene_medium\unified_full_seed_1024
scene_medium,configs/generated/scene_medium.yaml,direct_only,42,0.5333333333333333,715.4157758546462,1.8125,,0,16,0,4,14,6018.289944195396,6018.289944195396,0.0,results\ablation\alns_ablation_20260605_214726\runs\scene_medium\direct_only_seed_42
scene_medium,configs/generated/scene_medium.yaml,direct_only,123,1.0,1639.0182219324233,6.366666666666666,,0,30,0,14,0,9022.905672617788,9022.905672617788,0.0,results\ablation\alns_ablation_20260605_214726\runs\scene_medium\direct_only_seed_123
scene_medium,configs/generated/scene_medium.yaml,direct_only,456,0.4,515.322104248724,1.9166666666666667,,0,12,0,2,18,4566.942479258703,4566.942479258703,0.0,results\ablation\alns_ablation_20260605_214726\runs\scene_medium\direct_only_seed_456
scene_medium,configs/generated/scene_medium.yaml,direct_only,789,1.0,1587.3837816178707,6.3,,0,30,0,12,0,8475.749112471514,8475.749112471514,0.0,results\ablation\alns_ablation_20260605_214726\runs\scene_medium\direct_only_seed_789
scene_medium,configs/generated/scene_medium.yaml,direct_only,1024,0.4666666666666667,609.529867687616,2.2857142857142856,,0,14,0,3,16,4620.544964474621,4620.544964474621,0.0,results\ablation\alns_ablation_20260605_214726\runs\scene_medium\direct_only_seed_1024
scene_medium,configs/generated/scene_medium.yaml,relay_only,42,1.0,2104.9277833743927,2.4,2.9,37,0,2,15,0,17343.549950940243,12696.293613646663,4647.256337293579,results\ablation\alns_ablation_20260605_214726\runs\scene_medium\relay_only_seed_42
scene_medium,configs/generated/scene_medium.yaml,relay_only,123,1.0,2093.5031063586857,1.9666666666666666,3.2666666666666666,36,0,1,15,0,18211.21190565308,14199.58720784708,4011.6246978059985,results\ablation\alns_ablation_20260605_214726\runs\scene_medium\relay_only_seed_123
scene_medium,configs/generated/scene_medium.yaml,relay_only,456,1.0,2142.5131772661066,2.8333333333333335,3.2,36,0,2,16,0,16748.92954591825,13589.577728773125,3159.3518171451256,results\ablation\alns_ablation_20260605_214726\runs\scene_medium\relay_only_seed_456
scene_medium,configs/generated/scene_medium.yaml,relay_only,789,1.0,1815.4734423028983,2.933333333333333,3.7,31,0,6,13,0,15992.459711308402,12794.478327933191,3197.981383375211,results\ablation\alns_ablation_20260605_214726\runs\scene_medium\relay_only_seed_789
scene_medium,configs/generated/scene_medium.yaml,relay_only,1024,0.7,1269.7788656701737,1.4285714285714286,3.84,26,0,3,9,9,12838.279929924589,9731.074084549755,3107.2058453748346,results\ablation\alns_ablation_20260605_214726\runs\scene_medium\relay_only_seed_1024
scene_medium,configs/generated/scene_medium.yaml,greedy_pool,42,1.0,1908.9354554921847,2.7333333333333334,3.8333333333333335,14,20,0,13,0,14782.2295517671,12029.549201404587,2752.6803503625124,results\ablation\alns_ablation_20260605_214726\runs\scene_medium\greedy_pool_seed_42
scene_medium,configs/generated/scene_medium.yaml,greedy_pool,123,0.8333333333333334,1458.4777019982296,2.72,3.909090909090909,11,19,0,10,5,10902.652044712799,9302.477404645084,1600.174640067715,results\ablation\alns_ablation_20260605_214726\runs\scene_medium\greedy_pool_seed_123
scene_medium,configs/generated/scene_medium.yaml,greedy_pool,456,1.0,1881.7582001292624,2.7666666666666666,4.6,14,20,0,13,0,14311.21923049257,11289.486547805982,3021.7326826865883,results\ablation\alns_ablation_20260605_214726\runs\scene_medium\greedy_pool_seed_456
scene_medium,configs/generated/scene_medium.yaml,greedy_pool,789,1.0,1954.7850160987787,3.7666666666666666,4.888888888888889,13,21,0,14,0,12964.388876947527,9952.999027170585,3011.3898497769433,results\ablation\alns_ablation_20260605_214726\runs\scene_medium\greedy_pool_seed_789
scene_medium,configs/generated/scene_medium.yaml,greedy_pool,1024,0.7666666666666667,1375.2018324584458,2.782608695652174,3.6666666666666665,12,16,0,10,7,9231.670052227984,7634.094807344506,1597.575244883479,results\ablation\alns_ablation_20260605_214726\runs\scene_medium\greedy_pool_seed_1024
scene_medium,configs/generated/scene_medium.yaml,random_pool,42,1.0,1777.206308967762,3.2,4.777777777777778,12,22,0,13,0,13619.418089897747,11185.215592108212,2434.202497789535,results\ablation\alns_ablation_20260605_214726\runs\scene_medium\random_pool_seed_42
scene_medium,configs/generated/scene_medium.yaml,random_pool,123,1.0,1909.2377305862926,4.8,4.888888888888889,9,23,0,15,0,13676.577277869234,11403.470982600995,2273.106295268239,results\ablation\alns_ablation_20260605_214726\runs\scene_medium\random_pool_seed_123
scene_medium,configs/generated/scene_medium.yaml,random_pool,456,0.7666666666666667,1384.4067642381742,2.782608695652174,3.6666666666666665,12,16,0,10,7,9421.8022270454,7638.676175018423,1783.1260520269766,results\ablation\alns_ablation_20260605_214726\runs\scene_medium\random_pool_seed_456
scene_medium,configs/generated/scene_medium.yaml,random_pool,789,1.0,1853.6283532694313,4.833333333333333,4.444444444444445,9,22,0,14,0,14626.807993742472,12357.02920253154,2269.778791210932,results\ablation\alns_ablation_20260605_214726\runs\scene_medium\random_pool_seed_789
scene_medium,configs/generated/scene_medium.yaml,random_pool,1024,1.0,1876.1974608513353,4.133333333333334,5.5,9,23,0,14,0,14797.904579509253,11921.690055954874,2876.2145235543794,results\ablation\alns_ablation_20260605_214726\runs\scene_medium\random_pool_seed_1024
scene_medium,configs/generated/scene_medium.yaml,fixed_weights,42,1.0,1988.5765191816693,3.3,4.4,12,22,0,14,0,17410.81883930762,14390.670442624638,3020.1483966829805,results\ablation\alns_ablation_20260605_214726\runs\scene_medium\fixed_weights_seed_42
scene_medium,configs/generated/scene_medium.yaml,fixed_weights,123,1.0,1932.956197080924,3.2666666666666666,4.5,13,21,0,14,0,15246.658243137545,12216.479153028646,3030.179090108899,results\ablation\alns_ablation_20260605_214726\runs\scene_medium\fixed_weights_seed_123
scene_medium,configs/generated/scene_medium.yaml,fixed_weights,456,1.0,1869.658717603188,2.6666666666666665,4.2727272727272725,14,19,0,13,0,15438.363058294215,12002.305250288848,3436.057808005367,results\ablation\alns_ablation_20260605_214726\runs\scene_medium\fixed_weights_seed_456
scene_medium,configs/generated/scene_medium.yaml,fixed_weights,789,1.0,1882.4007964127122,3.1666666666666665,4.0,12,21,1,13,0,13514.834112772518,11087.9209509486,2426.913161823917,results\ablation\alns_ablation_20260605_214726\runs\scene_medium\fixed_weights_seed_789
scene_medium,configs/generated/scene_medium.yaml,fixed_weights,1024,1.0,1932.593330278346,3.2666666666666666,4.5,13,21,0,14,0,15224.953871805854,12199.352260324034,3025.601611481819,results\ablation\alns_ablation_20260605_214726\runs\scene_medium\fixed_weights_seed_1024
